4.160000000000000000e+02,7.900000000000000000e+01,1.130000000000000000e+02,3.600000000000000000e+01,9.100000000000000000e+01,1.600000000000000000e+01,5.100000000000000000e+01,2.200000000000000000e+01,1.060000000000000000e+02,7.000000000000000000e+01
3.300000000000000000e+01,6.180000000000000000e+02,9.000000000000000000e+00,3.700000000000000000e+01,3.800000000000000000e+01,1.300000000000000000e+01,5.100000000000000000e+01,1.600000000000000000e+01,5.100000000000000000e+01,1.340000000000000000e+02
6.300000000000000000e+01,3.800000000000000000e+01,3.390000000000000000e+02,1.140000000000000000e+02,1.730000000000000000e+02,6.800000000000000000e+01,1.300000000000000000e+02,3.500000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01
4.200000000000000000e+01,4.400000000000000000e+01,9.200000000000000000e+01,2.820000000000000000e+02,8.800000000000000000e+01,1.530000000000000000e+02,1.710000000000000000e+02,4.200000000000000000e+01,1.900000000000000000e+01,6.700000000000000000e+01
8.700000000000000000e+01,4.000000000000000000e+01,1.640000000000000000e+02,8.800000000000000000e+01,3.550000000000000000e+02,3.600000000000000000e+01,1.170000000000000000e+02,6.000000000000000000e+01,1.800000000000000000e+01,3.500000000000000000e+01
4.300000000000000000e+01,3.100000000000000000e+01,1.020000000000000000e+02,1.930000000000000000e+02,7.900000000000000000e+01,3.290000000000000000e+02,1.200000000000000000e+02,5.300000000000000000e+01,1.600000000000000000e+01,3.400000000000000000e+01
3.300000000000000000e+01,7.700000000000000000e+01,6.800000000000000000e+01,8.000000000000000000e+01,1.370000000000000000e+02,3.900000000000000000e+01,5.000000000000000000e+02,1.900000000000000000e+01,8.000000000000000000e+00,3.900000000000000000e+01
4.700000000000000000e+01,4.900000000000000000e+01,7.300000000000000000e+01,8.700000000000000000e+01,8.800000000000000000e+01,6.700000000000000000e+01,7.600000000000000000e+01,3.970000000000000000e+02,1.700000000000000000e+01,9.900000000000000000e+01
1.270000000000000000e+02,1.460000000000000000e+02,4.400000000000000000e+01,4.500000000000000000e+01,5.300000000000000000e+01,2.800000000000000000e+01,2.400000000000000000e+01,2.200000000000000000e+01,4.190000000000000000e+02,9.200000000000000000e+01
3.300000000000000000e+01,2.500000000000000000e+02,2.100000000000000000e+01,5.600000000000000000e+01,1.900000000000000000e+01,1.900000000000000000e+01,4.700000000000000000e+01,3.500000000000000000e+01,3.800000000000000000e+01,4.820000000000000000e+02
